title,authors,genre,thumbnail,description,average_rating,cluster
The Yiddish Policemen's Union,Michael Chabon,Fiction,http://books.google.com/books/content?id=-reD1g77BfsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,for sixty year jewish refugee and their descendant have prosper in the federal district of sitka a temporary safe haven create in the wake of revelation of the holocaust and the shocking 1948 collapse of the fledgling state of israel proud grateful and long to be american the jews of the sitka district have create their own little world in the alaskan panhandle a vibrant gritty soulful and complex frontier city that move to the music of yiddish for sixty year they have be leave alone neglect and halfforgotten in a backwater of history now the district be set to revert to alaskan control and their dream be come to an end once again the tide of history threaten to sweep they up and carry they off into the unknown but homicide detective meyer landsman of the district police have enough problem without worry about the upcoming reversion his life be a shamble his marriage a wreck his career a disaster he and his halftlingit partner berko shemet can not catch a break in any of their outstanding case landsman new supervisor be the love of his lifeand also his bad nightmare and in the cheap hotel where he have wash up someone have just commit a murderright under landsman nose out of habit obligation and a mysterious sense that it somehow offer he a shot at redeem himself landsman begin to investigate the killing of his neighbor a former chess prodigy but when word come down from on high that the case be to be drop immediately landsman soon find himself contend with all the powerful force of faith obsession hopefulness evil and salvation that be his heritageand with the unfinished business of his marriage to bina gelbfish the one person who understand his darkest fear at once a grip whodunit a love story an homage to 1940s noir and an exploration of the mystery of exile and redemption the yiddish policemen union be a novel only michael chabon could have write,3.7,0
"Beware, Princess Elizabeth",Carolyn Meyer,Children's stories,http://books.google.com/books/content?id=wPBpR4AFNJ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,a matter of life and death and the throne of england,3.88,7
The Family Way,Tony Parsons,Parenthood,http://books.google.com/books/content?id=dJEIxdYmnU8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,it should be the most natural thing in the world but in tony parson late bestseller three couple discover that mother nature can be one hell of a bitch,3.51,7
Endless Night,Agatha Christie,FICTION,http://books.google.com/books/content?id=kY1wuNfgmFQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,gipsy s acre be a truly beautiful upland site with view out to sea and in michael rogers it stir a childlike fantasy there among the dark fir tree he plan to build a house find a wonderful girl and live happily ever after yet as he leave the village a shadow of menace hang over the land for this be the place where accident happen perhaps michael should have heed the local warning there s no luck for they as meddle with gipsy s acre,3.77,7
How to be Alone,Jonathan Franzen,Literary Collections,http://books.google.com/books/content?id=ozVWaXd9xvwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,the harper essay be reprint in this volume alongside personal essay and painstaking often funny reportage although his subject range widely each piece wrestle with the erosion of civic life and private dignity and the hidden persistence of loneliness in postmodern america,3.6,7
The Mysterious Mr. Quin,Agatha Christie,Detective and mystery stories,http://books.google.com/books/content?id=n0aMDV7Lm4sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,a mysterious stranger appear at a new year eve party become the enigmatic sleuthing sidekick to the snobbish mr satterthwaite so far it have be a typical new year eve house party but mr satterthwaite a keen observer of human nature sense that the real drama of the evening be yet to unfold so it prove when a mysterious stranger arrive after midnight who be this mr quin and why do his presence have such a pronounced effect on eleanor portal the woman with the dyedblack hair,3.72,7
The Listerdale Mystery,Agatha Christie,Detective and mystery stories,http://books.google.com/books/content?id=J1tLGz5G84EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,a selection of mystery some lighthearte some romantic some very deadly twelve tantalizing case the curious disappearance of lord listerdale a newlywed fear of her exfiance a strange encounter on a train a domestic murder investigation a wild mans sudden personality change a retire inspector hunt for a murderess a young womans impersonation of a duchess a necklace hide in a basket of cherry a mystery writer arrest for murder an astonishing marriage proposal a sopranos hatred for a baritone the case of the rajahs emerald all have one thing in common the skilful hand of agatha christie,3.55,7
The Real Trial of Oscar Wilde,Merlin Holland,Biography & Autobiography,http://books.google.com/books/content?id=QfNgQfTKcg0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,oscar wilde have one of literary history most explosive love affair with lord alfred bosie douglas in 1895 bosie father the marquess of queensberry deliver a note to the albemarle club address to oscar wilde pose as sodomite with bosie encouragement wilde sue the marquess for libel he not only lose but he be try twice for gross indecency and send to prison with two year hard labor with this publication of the uncensored trial transcript reader can for the first time in more than a century hear wilde at his most articulate and brilliant the real trial of oscar wilde document an alarmingly swift fall from grace it be also a supremely move testament to the right to live work and love as one heart dictate,4.04,2
I Can Read with Me Eyes Shut!,Dr. Seuss,"Authors, American",http://books.google.com/books/content?id=oyF8U9BRTQwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,nonsense rhyme story 4 yr,4.2,7
"Oh, the Places You'll Go!",Dr. Seuss,Adventure stories,http://books.google.com/books/content?id=Ev4Llq5fv4IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,from bangup and hangup to lurch and slump dr seuss take a hilarious look at the mishap and misadventure that life may have in store for we,4.35,7
If I Die in a Combat Zone,Tim O'Brien,"Vietnam War, 1961-1975",http://books.google.com/books/content?id=0qUtSvo_MiEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,perhaps the good book to emerge from the vietnam war reissue alongside five other jewel of the flamingo backlist from the 1970 first publish in1973 this intensely personal novel about one foot soldier tour of duty in vietnam establish tim obrien reputation as the outstanding chronicler of the vietnam experience for a generation of americans from basic training to the front line and back again he take the reader on an unforgettable journey walk the minefield of my lai fight the heat and the sniper in an alien land crawl into the ghostly tunnel as he explore the ambiguity of manhood and morality in a war no one believe in,3.95,7
The Return of the King,J. R. R. Tolkien,"Baggins, Frodo (Fictitious character)",http://books.google.com/books/content?id=PI9zPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the great fantasy epic of our time while the evil might of the dark lord sauron swarm out to conquer all middleearth frodo and sam struggle deep into mordor seat of sauron power to defeat the dark lord the accursed ring of power have to be destroy in the fire of mount doom but the way be impossibly hard and frodo be weaken weigh down by the compulsion of the ring he begin finally to despair the awesome conclusion of jrr tolkien the lord of the ring belove by million of reader around the world,4.52,7
